,Channel,Watch time,Stream time,Hours streamed in 2020,Daily streamtime (hours),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language
1896,OurChickenLife,73746810,504690,8411.5,23.045205479452054,3255,145,65646,47712,851909,True,False,English
1897,Farees,73731150,102855,1714.25,4.696575342465754,13342,716,137739,83462,2189895,True,False,French
1898,knoqd,73724625,129225,2153.75,5.9006849315068495,3648,569,94840,87843,1396135,True,True,English
1899,Miniduke,73673700,76680,1278.0,3.5013698630136987,3627,960,115090,57276,3239165,True,False,Spanish
1900,BuoMorallez,73636740,92190,1536.5,4.2095890410958905,2510,798,35684,22488,1621734,True,True,Portuguese
1901,noelmiller,73506000,20430,340.5,0.9328767123287671,21771,3597,407584,251259,1845696,True,False,English
1902,Deujna,73461360,50940,849.0,2.326027397260274,6148,1441,500203,279628,4860557,True,True,French
1903,BotanicX,73439385,28680,478.0,1.3095890410958904,9135,2560,34119,6616,8577691,False,False,Russian
1904,luckraok,73437075,30120,502.0,1.3753424657534246,16560,2437,245204,223156,2248409,True,True,Spanish
1905,Anas_Off,73427610,30375,506.25,1.3869863013698631,6517,2417,662184,143604,2129905,True,False,French
1906,momo_sports,73409085,18420,307.0,0.8410958904109589,21197,3984,28383,28307,2116199,True,False,Chinese
1907,Caprimint,73386420,66015,1100.25,3.0143835616438355,18932,1111,543844,297059,3424060,True,False,Spanish
1908,24_Flash,73384260,161220,2687.0,7.361643835616438,2316,454,16582,11110,4227261,False,False,English
1909,태상 (taesangyun),73376655,121950,2032.5,5.568493150684931,2132,601,57047,6272,2274828,True,False,Korean
1910,tense198_v2,73311135,117615,1960.25,5.370547945205479,7540,622,342456,211369,3949526,False,True,Spanish
1911,pescocofino,73294965,101340,1689.0,4.627397260273972,6646,722,287677,83944,2645507,True,False,Portuguese
1912,Sunlight,73269225,102300,1705.0,4.671232876712328,3858,715,62000,22754,3769013,True,False,Russian
1913,ceh9,73258710,49935,832.25,2.28013698630137,15353,1466,643179,125822,6142983,True,False,Russian
1914,Albii_prz,73105410,75660,1261.0,3.4547945205479453,10301,965,67412,66412,2808429,True,False,Spanish
1915,RDCgaming,73008510,25755,429.25,1.176027397260274,22645,2834,304423,193259,1198600,True,False,English
1916,PlayHearthstone,72980535,6615,110.25,0.30205479452054795,92199,11032,858384,31206,2892898,True,False,English
1917,FenoHS,72972885,111495,1858.25,5.091095890410959,3846,654,52667,22705,1514969,True,False,English
1918,LadyAhriadna,72969165,54645,910.75,2.495205479452055,10033,1334,106802,103734,3250035,False,True,Spanish
1919,Polt,72775455,56520,942.0,2.580821917808219,6155,1287,113593,38108,1159887,True,False,English
1920,Laski,72755730,126090,2101.5,5.757534246575342,8501,576,154494,57403,1994025,True,False,English
1921,Diables,72724530,81090,1351.5,3.702739726027397,4843,896,89837,72704,4258529,True,False,Polish
1922,獅子丸 (mimiluckying),72692880,100830,1680.5,4.604109589041096,5764,720,60457,6378,2443646,True,True,Chinese
1923,fasoollka,72679155,64695,1078.25,2.9541095890410958,12416,1122,172463,153800,5983331,True,True,Russian
1924,SkainLoL,72668370,99225,1653.75,4.530821917808219,5372,731,55311,51400,2465937,True,False,Spanish
1925,iskall85,72660300,12735,212.25,0.5815068493150685,15525,5705,463333,279156,2014072,True,False,English
1926,Plushys,72610620,41250,687.5,1.8835616438356164,14840,1759,376762,118590,2816099,True,False,English
1927,STPeach,72596820,66960,1116.0,3.0575342465753423,4395,1083,1043050,84218,8087726,True,False,English
1928,らいじん (alfrea),72538680,110865,1847.75,5.0623287671232875,3353,653,37406,6851,1555121,True,False,Japanese
1929,fps_leia,72500880,137715,2295.25,6.288356164383561,4808,526,26251,20807,2928595,True,False,Japanese
1930,Anth0xC0lab0y,72495375,99075,1651.25,4.523972602739726,4826,731,62523,31703,1176230,True,False,French
1931,izblooming,72458100,62655,1044.25,2.860958904109589,109220,1156,57932,57932,1317141,False,False,Other
1932,Kreeks,72436590,133605,2226.75,6.10068493150685,10538,541,139402,84562,1538413,True,False,French
1933,GustafGabel,72435870,93075,1551.25,4.25,6383,777,146868,90615,1188967,True,False,German
1934,M4cM4nus,72354870,36705,611.75,1.676027397260274,8589,1970,62766,23255,865388,True,False,German
1935,TrumpSC,72302640,69030,1150.5,3.152054794520548,5441,1046,818952,-3948,1615932,True,False,English
1936,ByZapi,72294975,100080,1668.0,4.5698630136986305,5253,721,73883,37243,929111,True,False,Spanish
1937,orkpod,72227535,65370,1089.5,2.984931506849315,5766,1104,164727,37768,3555655,True,False,Russian
1938,HellLighT111,72225090,119610,1993.5,5.461643835616439,4348,603,32262,5931,2478309,True,False,Russian
1939,xandfps,72146895,83535,1392.25,3.8143835616438357,3841,863,102843,75102,2068981,True,False,Portuguese
1940,SteveSuptic,72130080,39165,652.75,1.7883561643835617,10967,1841,128292,84407,1411937,True,True,English
1941,DanTDM,72059835,21645,360.75,0.9883561643835617,16028,3328,1110468,765554,3093887,True,False,English
1942,CD PROJEKT RED (cdprojektred),72057720,5595,93.25,0.2554794520547945,233048,12878,378920,196628,2382325,True,True,English
1943,TinaKitten,72053430,13650,227.5,0.6232876712328768,25933,5277,386225,281569,2480478,True,False,English
1944,Kalera,71981550,126915,2115.25,5.795205479452055,10417,566,203145,101849,5717724,True,False,Portuguese
1945,GorilaNerd,71971815,119145,1985.75,5.44041095890411,4984,603,179559,13191,1136023,True,True,Spanish
1946,Calculator,71954280,57045,950.75,2.6047945205479452,22562,1261,314001,267236,3707521,True,False,English
1947,Jessie,71943240,59880,998.0,2.734246575342466,4794,1201,170108,84288,1795252,True,True,English
1948,fnpaper,71911320,115500,1925.0,5.273972602739726,13669,622,179497,168437,3836637,True,False,English
1949,RBKGamesLive,71893755,175350,2922.5,8.006849315068493,2652,409,11876,4883,10783428,True,False,Russian
1950,iinwafqht,71863500,48060,801.0,2.1945205479452055,4997,1494,194457,152995,1294712,True,False,Arabic
1951,DooMxx,71799525,122340,2039.0,5.586301369863014,2318,586,56983,56793,9114782,False,False,Russian
1952,23x59,71711670,113460,1891.0,5.1808219178082195,3190,631,32863,14803,1409088,True,False,Russian
1953,ArchieTV,71689830,130875,2181.25,5.976027397260274,9878,547,33430,16731,1086873,True,True,English
1954,fuzzface49,71671425,150270,2504.5,6.861643835616438,2205,476,113226,24373,2528355,True,False,English
1955,bobqinxd,71649465,79125,1318.75,3.613013698630137,4349,905,132500,97465,1652492,True,False,English
1956,소행성612 (01bd02),71640120,24165,402.75,1.1034246575342466,5427,2964,52467,41645,1834725,True,False,Korean
1957,Serpentgameplay,71613450,88200,1470.0,4.027397260273973,3047,811,74456,39516,2226592,True,True,Dutch
1958,ElisaViihdeSport,71610885,53985,899.75,2.4650684931506848,16805,1325,59332,25434,2797142,True,False,Finnish
1959,YourPelagea,71543280,21870,364.5,0.9986301369863013,5278,3270,121345,82881,2134193,True,False,English
1960,nurseos,71508285,181395,3023.25,8.282876712328767,3832,393,54962,7906,4402078,True,True,Russian
1961,Andy,71465865,104550,1742.5,4.773972602739726,4277,683,76046,11967,942565,True,True,English
1962,AKAWonder,71458110,129705,2161.75,5.9226027397260275,4295,550,95692,23201,6460709,True,False,Spanish
1963,Giggand,71438580,51195,853.25,2.3376712328767124,4062,1394,95986,32925,1144153,True,True,German
1964,BikiniBodhi,71391255,74040,1234.0,3.3808219178082193,4645,963,470489,207323,2177991,True,False,English
1965,scumtk,71373540,87855,1464.25,4.011643835616439,3060,811,90949,86493,760747,True,True,English
1966,DTN_KH,71353815,135975,2266.25,6.208904109589041,17019,524,74322,29764,2389124,True,False,Japanese
1967,QUICKHUNTIK,71290335,58125,968.75,2.654109589041096,7578,1226,186055,180129,4089857,True,False,Russian
1968,Areliann,71270220,124290,2071.5,5.675342465753425,5327,572,150402,87362,2226397,True,True,French
1969,tinowns,71240385,20070,334.5,0.9164383561643835,11372,3549,225790,155455,2636285,True,False,Portuguese
1970,HumilityFR,71205105,49845,830.75,2.276027397260274,15169,1428,125770,30108,1598956,True,False,French
1971,swordbonus,71066340,54345,905.75,2.4815068493150685,5010,1307,76448,75474,16862934,False,False,Russian
1972,spajKK,70962330,169440,2824.0,7.736986301369863,1343,418,80343,32415,3966812,True,False,Czech
1973,Maxi,70940070,100440,1674.0,4.586301369863014,12758,705,118488,73925,1247264,True,True,German
1974,Thabeast721,70936620,107385,1789.75,4.903424657534247,4132,660,70046,19863,984047,True,False,English
1975,Zeling,70845555,65775,1096.25,3.0034246575342465,6866,1076,274843,100490,4321670,True,False,Spanish
1976,Flair,70832715,150540,2509.0,6.873972602739726,3797,470,304283,34333,1774505,True,False,English
1977,avatariaclub,70790565,42090,701.5,1.9219178082191781,6739,1681,81108,26520,2466996,False,False,Russian
1978,playapex,70738710,9330,155.5,0.426027397260274,41579,7581,218822,132009,4742253,True,False,English
1979,Andybrew3,70711590,151530,2525.5,6.919178082191781,3453,466,49195,29430,2416095,True,False,English
1980,ElSpreen,70685040,36105,601.75,1.6486301369863015,14444,1957,344368,305639,2190487,True,False,Spanish
1981,TWiT,70656525,503775,8396.25,23.003424657534246,4571,139,44685,4144,1336172,False,False,English
1982,Laink,70544535,17445,290.75,0.7965753424657535,18356,4043,537423,154762,2178985,True,False,French
1983,Plalism,70525080,56325,938.75,2.5719178082191783,6984,1251,269233,201427,1489416,True,False,English
1984,김똘복 (kimddolbok),70471425,111075,1851.25,5.071917808219178,3733,633,65259,48095,1696710,True,False,Korean
1985,Bizzleberry,70447215,122535,2042.25,5.595205479452055,1911,574,64228,30558,2352044,True,False,English
1986,Alixxa,70432950,85320,1422.0,3.8958904109589043,4245,825,261834,207051,1838428,True,False,English
1987,PapiGaviTV,70423695,48150,802.5,2.1986301369863015,25739,1462,500051,382562,2377902,True,False,Spanish
1988,Kaellyn,70381965,58905,981.75,2.6897260273972603,5952,1194,232541,195152,6903188,True,False,English
1989,꼴랑이임 (rhffkddl96),70287435,193785,3229.75,8.848630136986301,6679,362,14196,11876,1492731,True,False,Korean
1990,CrisHeroes,70278345,107865,1797.75,4.925342465753425,3363,650,70839,4469,1233860,True,False,English
1991,lol_selfmade,70264335,28275,471.25,1.2910958904109588,13917,2484,155052,139507,2971870,True,False,English
1992,Lolathon,70139565,35580,593.0,1.6246575342465754,4314,1970,207597,114674,1513030,True,True,English
1993,anders_vejrgang,70120275,10815,180.25,0.49383561643835616,54038,6483,496121,350023,1816449,True,False,English
1994,잼미님 (jammi95),70116225,92250,1537.5,4.212328767123288,3271,759,165675,38016,4205618,True,False,Korean
1995,KiiNGS,70024590,143505,2391.75,6.552739726027397,12636,487,49997,23751,1018950,True,True,English
1996,우주하마 (uzuhama),69990330,45285,754.75,2.067808219178082,8024,1545,284772,130539,1305221,False,False,Korean
1997,dreads,69958485,133245,2220.75,6.0842465753424655,4342,524,29263,6073,732316,True,False,English
1998,pashaBiceps,69946230,27240,454.0,1.2438356164383562,20490,2567,1212601,128971,5054901,False,False,English
1999,tipsoutbaby,69910860,16365,272.75,0.7472602739726028,35704,4271,111733,22316,2564108,True,False,English
2000,FoxenKin,69894885,87480,1458.0,3.9945205479452053,2351,798,171919,147714,3406844,True,False,English
2001,kaceytron,69891420,84090,1401.5,3.83972602739726,7290,830,555397,53293,2248659,True,True,English
2002,m3traNeo,69831030,195630,3260.5,8.932876712328767,3734,356,38806,38779,4499867,False,False,Russian
2003,projektmelody,69823110,18510,308.5,0.8452054794520548,15661,3771,357004,320062,2967726,False,False,English
2004,Dex_tv,69818280,142065,2367.75,6.486986301369863,3849,490,75365,56743,892367,True,False,Italian
2005,moonstudio_ru,69730155,56700,945.0,2.589041095890411,21333,1229,43904,30049,5231610,True,False,Russian
2006,Hydramist,69625905,126300,2105.0,5.767123287671233,2651,550,145790,16275,2314580,True,False,English
2007,Zayuri,69599595,108960,1816.0,4.975342465753425,6471,638,121112,24086,2825628,True,False,German
2008,HBomb94,69598005,53670,894.5,2.4506849315068493,16140,1296,418650,234586,1940329,True,False,English
2009,Makina,69566865,39840,664.0,1.819178082191781,13751,1745,177664,139958,2539400,True,False,Spanish
2010,KaserPac,69563775,101940,1699.0,4.654794520547945,3150,681,22109,13648,3120296,True,False,Spanish
2011,더샤이 (wlstla2),69526605,10275,171.25,0.4691780821917808,19326,6766,159383,157692,2251192,False,False,Korean
2012,Aniemal,69373335,196215,3270.25,8.95958904109589,3433,353,73045,35159,1323948,True,True,English
2013,豆豆在這裡 (kiss_850722),69348570,98970,1649.5,4.519178082191781,4780,700,28361,20118,3944857,True,False,Chinese
2014,Squillakilla,69287025,79365,1322.75,3.623972602739726,4854,872,148127,36754,1335215,True,False,English
2015,GMNaroditsky,69232365,72480,1208.0,3.3095890410958906,8037,954,125256,94071,3971991,True,False,English
2016,액시스마이콜 (sn400ja),69219750,52860,881.0,2.4136986301369863,14197,1309,191936,47587,2027014,False,False,Korean
2017,go_tsukishima,69096690,143115,2385.25,6.534931506849315,4863,482,24869,12373,1840517,True,False,Japanese
2018,Ash_on_LoL,69096015,59805,996.75,2.7308219178082194,22864,1154,447546,175229,2769311,True,False,English
2019,starsmitten,69095715,60840,1014.0,2.778082191780822,20445,1135,149572,87371,2062085,True,False,English
2020,KennoSV,68971200,131670,2194.5,6.012328767123288,4289,523,160731,132477,3494964,True,False,Portuguese
2021,DissplayCosmicPower,68954580,126630,2110.5,5.782191780821917,14632,544,17661,17514,73934,False,True,English
2022,HotBeatsTV,68953110,518445,8640.75,23.673287671232877,2239,132,60911,35098,379125,False,False,English
2023,Dashy,68952690,38145,635.75,1.7417808219178081,64895,1807,213114,46323,4013017,True,False,English
2024,Teawrex,68892135,104880,1748.0,4.789041095890411,20915,656,269456,920,2058894,True,False,English
2025,segall,68841360,74400,1240.0,3.3972602739726026,4440,924,79495,8671,3164100,True,True,Russian
2026,Lessloko,68791635,99480,1658.0,4.542465753424658,8649,691,168621,119705,2038302,True,True,Portuguese
2027,MywTheKing,68761995,64275,1071.25,2.934931506849315,10835,1069,74677,54799,1626623,True,True,French
2028,AnytimeShield,68652300,131895,2198.25,6.022602739726027,8640,520,104366,76248,3386050,True,False,Spanish
2029,AnderZEL,68625975,114195,1903.25,5.214383561643835,16261,600,292308,7074,2928032,True,False,English
2030,むかい (dtn_mukai),68605260,124020,2067.0,5.663013698630137,3960,552,30192,26188,2310124,True,False,Japanese
2031,CopyKat_,68581440,63900,1065.0,2.9178082191780823,2649,1072,188342,73445,3799428,True,False,English
2032,StopGameRu,68549850,65145,1085.75,2.9746575342465755,13288,1051,148240,41506,3572138,True,False,Russian
2033,Tuli_acosta,68542260,12675,211.25,0.5787671232876712,37676,5407,286243,262646,2145201,True,True,Spanish
2034,너불 (nubulswamp),68508210,44325,738.75,2.0239726027397262,20577,1545,148550,70802,1992069,True,False,Korean
2035,Neenoh,68484390,105930,1765.5,4.836986301369863,16529,645,35313,28643,922084,True,True,English
2036,POACH,68330100,16200,270.0,0.7397260273972602,13079,4217,578352,46419,1187524,True,False,English
2037,순당무 (liok0485),68324520,81075,1351.25,3.702054794520548,5095,842,141139,55633,2762577,True,False,Korean
2038,Twaryna,68251845,70725,1178.75,3.2294520547945207,3097,964,83743,22651,2089469,False,False,Russian
2039,T_SVEN,68203500,122085,2034.75,5.574657534246575,16497,558,54826,43734,1791416,True,False,Russian
2040,龍武 (longwu1216),68186910,112305,1871.75,5.1280821917808215,4019,606,14504,13742,3285408,True,False,Chinese
2041,딩셉션 (dingception),68175630,147840,2464.0,6.750684931506849,4124,460,207297,-2381,2545672,True,True,Korean
2042,JLFakemonster,68171730,37440,624.0,1.7095890410958905,9417,1820,103927,67964,1099632,True,True,French
2043,TwitchPlaysPokemon,68166015,519915,8665.25,23.74041095890411,823,130,411429,9659,907171,True,False,English
2044,Cepreu_Inq,68119395,180960,3016.0,8.263013698630138,2083,375,39668,10813,1933177,True,False,Russian
2045,kamikpro,68112930,128175,2136.25,5.852739726027397,7851,530,128615,92782,2675249,True,False,Russian
2046,Akaruu,68095245,84600,1410.0,3.863013698630137,3145,804,46438,22005,804532,True,True,French
2047,SuperEvan,68051145,111195,1853.25,5.0773972602739725,19521,611,100730,86715,1172792,True,False,English
2048,w0xic,68019150,15375,256.25,0.702054794520548,13644,4423,303798,140358,3525121,True,True,Turkish
2049,ekatze007,67998615,20115,335.25,0.9184931506849315,25929,3379,303459,234601,5161570,True,True,Russian
2050,Shortyyguy,67941345,113055,1884.25,5.162328767123288,8596,600,398240,1374,1408396,True,False,English
2051,NGC_the_Twitch,67864275,59880,998.0,2.734246575342466,4743,1132,22936,1999,3109790,True,False,Japanese
2052,ricoy23,67860825,63900,1065.0,2.9178082191780823,4340,1061,105997,37307,4167798,True,True,Spanish
2053,MrMouton,67845870,106020,1767.0,4.841095890410959,3007,639,46991,17873,4272799,True,False,English
2054,snessh,67755990,87330,1455.5,3.9876712328767123,2390,775,60007,29257,2474776,True,False,Russian
